"Date","Violations","Statistics","Value"
2004,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",20.35
2005,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",20.61
2006,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",19.25
2007,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",19.61
2008,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",22.18
2009,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",20.47
2010,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",22.59
2011,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",23.67
2012,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",24.69
2013,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",17.23
2014,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",12.29
2015,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",14.98
2016,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",17.09
2017,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",11.55
2018,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",12.52
2019,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",13.05
2000,"Total other Federal Statutes [610]","Total, adult charged",3797
2001,"Total other Federal Statutes [610]","Total, adult charged",4206
2002,"Total other Federal Statutes [610]","Total, adult charged",4357
2003,"Total other Federal Statutes [610]","Total, adult charged",3659
2004,"Total other Federal Statutes [610]","Total, adult charged",5463
2005,"Total other Federal Statutes [610]","Total, adult charged",5484
2006,"Total other Federal Statutes [610]","Total, adult charged",5018
2007,"Total other Federal Statutes [610]","Total, adult charged",5140
2008,"Total other Federal Statutes [610]","Total, adult charged",5903
2009,"Total other Federal Statutes [610]","Total, adult charged",5208
2010,"Total other Federal Statutes [610]","Total, adult charged",5900
2011,"Total other Federal Statutes [610]","Total, adult charged",6314
2012,"Total other Federal Statutes [610]","Total, adult charged",6963
2013,"Total other Federal Statutes [610]","Total, adult charged",5024
2014,"Total other Federal Statutes [610]","Total, adult charged",3646
2015,"Total other Federal Statutes [610]","Total, adult charged",4421
2016,"Total other Federal Statutes [610]","Total, adult charged",5095
2017,"Total other Federal Statutes [610]","Total, adult charged",3521
2018,"Total other Federal Statutes [610]","Total, adult charged",3909
2019,"Total other Federal Statutes [610]","Total, adult charged",4154
2000,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",16.12
2001,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",17.6
2002,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",17.96
2003,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",14.88
2004,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",21.93
2005,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",21.73
2006,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",19.62
2007,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",19.84
2008,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",22.45
2009,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",19.52
2010,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",21.8
2011,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",23.04
2012,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",25.07
2013,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",17.86
2014,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",12.81
2015,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",15.41
2016,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",17.55
2017,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",11.97
2018,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",13.08
2019,"Total other Federal Statutes [610]","Rate, adult charged per 100,000 population aged 18 years and over",13.68
2000,"Total other Federal Statutes [610]","Total, youth charged",87
2001,"Total other Federal Statutes [610]","Total, youth charged",157
2002,"Total other Federal Statutes [610]","Total, youth charged",150
2003,"Total other Federal Statutes [610]","Total, youth charged",135
2004,"Total other Federal Statutes [610]","Total, youth charged",133
2005,"Total other Federal Statutes [610]","Total, youth charged",255
2006,"Total other Federal Statutes [610]","Total, youth charged",411
2007,"Total other Federal Statutes [610]","Total, youth charged",455
2008,"Total other Federal Statutes [610]","Total, youth charged",505
2009,"Total other Federal Statutes [610]","Total, youth charged",779
2010,"Total other Federal Statutes [610]","Total, youth charged",784
2011,"Total other Federal Statutes [610]","Total, youth charged",760
2012,"Total other Federal Statutes [610]","Total, youth charged",498
2013,"Total other Federal Statutes [610]","Total, youth charged",236
2014,"Total other Federal Statutes [610]","Total, youth charged",143
2015,"Total other Federal Statutes [610]","Total, youth charged",231
2016,"Total other Federal Statutes [610]","Total, youth charged",270
2017,"Total other Federal Statutes [610]","Total, youth charged",151
2018,"Total other Federal Statutes [610]","Total, youth charged",130
2019,"Total other Federal Statutes [610]","Total, youth charged",123
2000,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",3.51
2001,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",6.3
2002,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",5.94
2003,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",5.28
2004,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",5.15
2005,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",9.78
2006,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",15.65
2007,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",17.36
2008,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",19.45
2009,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",30.37
2010,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",31
2011,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",30.55
2012,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",20.41
2013,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",9.86
2014,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",6.06
2015,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",9.83
2016,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",11.41
2017,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",6.37
2018,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",5.47
2019,"Total other Federal Statutes [610]","Rate, youth charged per 100,000 population aged 12 to 17 years",5.11
2000,"Total other Federal Statutes [610]","Total, youth not charged",45
2001,"Total other Federal Statutes [610]","Total, youth not charged",692
2002,"Total other Federal Statutes [610]","Total, youth not charged",100
2003,"Total other Federal Statutes [610]","Total, youth not charged",435
2004,"Total other Federal Statutes [610]","Total, youth not charged",660
2005,"Total other Federal Statutes [610]","Total, youth not charged",743
2006,"Total other Federal Statutes [610]","Total, youth not charged",1096
2007,"Total other Federal Statutes [610]","Total, youth not charged",994
2008,"Total other Federal Statutes [610]","Total, youth not charged",935
2009,"Total other Federal Statutes [610]","Total, youth not charged",944
2010,"Total other Federal Statutes [610]","Total, youth not charged",1077
2011,"Total other Federal Statutes [610]","Total, youth not charged",1028
2012,"Total other Federal Statutes [610]","Total, youth not charged",1104
2013,"Total other Federal Statutes [610]","Total, youth not charged",585
2014,"Total other Federal Statutes [610]","Total, youth not charged",297
2015,"Total other Federal Statutes [610]","Total, youth not charged",472
2016,"Total other Federal Statutes [610]","Total, youth not charged",564
2017,"Total other Federal Statutes [610]","Total, youth not charged",1360
2018,"Total other Federal Statutes [610]","Total, youth not charged",1804
2019,"Total other Federal Statutes [610]","Total, youth not charged",1369
2000,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1.82
2001,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",27.75
2002,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",3.96
2003,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",17.02
2004,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",25.56
2005,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",28.49
2006,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",41.73
2007,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",37.93
2008,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",36.01
2009,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",36.81
2010,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",42.58
2011,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",41.32
2012,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",45.24
2013,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",24.45
2014,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",12.58
2015,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",20.08
2016,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",23.84
2017,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",57.41
2018,"Total other Federal Statutes [610]","Rate, youth not charged per 100,000 population aged 12 to 17 years",75.84
